level_id,attempts,users,attempt_win_rate,first_attempt_win_rate,avg_attempt,median_attempt,avg_playtime,revive_rate,avg_unsolved_items,avg_move,failed_attempts,retries_after_fail,retry_after_fail_rate,users_reached,users_reached_next,dropoff_rate,is_priority
239,1632,823,0.5031,0.585,2.45,2.0,166.23,0.4565,5.21,34.5,811,798,0.984,827.0,823.0,0.0048,False
240,1847,815,0.4402,0.5096,3.09,2.0,194.37,0.4808,6.37,37.06,1034,1023,0.9894,823.0,806.0,0.0207,False
241,1872,796,0.4263,0.4973,3.26,2.0,95.46,0.4295,4.23,21.09,1074,1062,0.9888,806.0,785.0,0.0261,False
242,985,786,0.8102,0.866,1.43,1.0,105.12,0.265,1.63,29.34,187,187,1.0,785.0,799.0,-0.0178,False
243,1648,788,0.4745,0.4759,2.41,2.0,160.67,0.4381,5.29,29.86,866,853,0.985,799.0,785.0,0.0175,False
244,2034,779,0.3786,0.4456,3.7,2.0,135.36,0.4292,5.75,26.57,1264,1246,0.9858,785.0,764.0,0.0268,False
245,973,765,0.7996,0.8382,1.4,1.0,162.52,0.2867,2.08,38.5,195,193,0.9897,764.0,768.0,-0.0052,False
246,1133,765,0.6778,0.7235,1.68,1.0,143.31,0.3848,3.34,37.28,365,359,0.9836,768.0,780.0,-0.0156,False
247,2837,769,0.2647,0.4031,6.13,4.0,120.57,0.4188,7.5,26.07,2086,2060,0.9875,780.0,743.0,0.0474,False
248,861,738,0.8653,0.8953,1.27,1.0,112.47,0.2033,1.11,31.48,116,114,0.9828,743.0,745.0,-0.0027,False
249,1285,737,0.5774,0.6298,1.95,1.0,150.57,0.3883,4.41,34.23,543,535,0.9853,745.0,739.0,0.0081,False
250,1837,736,0.3968,0.4583,3.5,2.0,94.25,0.4665,5.2,24.8,1108,1089,0.9829,739.0,715.0,0.0325,False
251,719,714,1.0,1.0,1.0,1.0,86.24,0.0,0.0,25.69,0,0,,715.0,709.0,0.0084,False
252,735,709,0.9687,0.9671,1.05,1.0,123.74,0.0721,0.27,32.81,23,23,1.0,709.0,711.0,-0.0028,False
253,1103,707,0.6428,0.6988,1.89,1.0,116.26,0.3944,2.95,27.61,394,390,0.9898,711.0,721.0,-0.0141,False
254,2532,711,0.2737,0.3137,5.17,3.0,103.43,0.4368,6.75,21.14,1839,1817,0.988,721.0,688.0,0.0458,False
255,789,686,0.8733,0.8987,1.21,1.0,98.85,0.2598,1.0,30.06,100,99,0.99,688.0,683.0,0.0073,False
256,923,683,0.7443,0.7786,1.5,1.0,150.28,0.2958,2.72,34.28,236,232,0.9831,683.0,691.0,-0.0117,False
257,1382,689,0.5022,0.6138,2.69,2.0,188.74,0.4522,5.17,33.51,688,683,0.9927,691.0,696.0,-0.0072,False
258,1174,692,0.5928,0.6755,2.18,1.0,158.69,0.4974,4.17,38.59,478,475,0.9937,696.0,702.0,-0.0086,False
259,2009,691,0.34,0.3971,3.86,2.0,137.65,0.447,7.36,28.96,1326,1312,0.9894,702.0,684.0,0.0256,False
260,1008,681,0.6706,0.7256,1.83,1.0,121.16,0.37,2.97,28.82,332,325,0.9789,684.0,686.0,-0.0029,False
261,1525,672,0.4387,0.5278,2.83,2.0,135.23,0.3593,5.85,28.5,856,846,0.9883,686.0,671.0,0.0219,False
262,1637,668,0.402,0.4837,3.21,2.0,134.85,0.3616,5.31,28.82,979,963,0.9837,671.0,663.0,0.0119,False
263,1178,658,0.562,0.6285,2.26,1.0,185.28,0.5093,5.2,39.37,516,511,0.9903,663.0,668.0,-0.0075,False
264,1821,657,0.3553,0.394,3.65,2.0,141.21,0.4305,6.2,27.11,1174,1155,0.9838,668.0,639.0,0.0434,False
265,885,638,0.7232,0.764,1.56,1.0,162.53,0.3672,2.92,31.56,245,238,0.9714,639.0,634.0,0.0078,False
266,913,631,0.6933,0.7526,1.79,1.0,177.05,0.4107,3.5,39.75,280,277,0.9893,634.0,633.0,0.0016,False
267,1376,629,0.4578,0.5529,2.86,2.0,156.97,0.3895,6.35,31.12,746,739,0.9906,633.0,627.0,0.0095,False
268,695,625,0.9079,0.9067,1.14,1.0,105.56,0.1971,0.75,31.44,64,63,0.9844,627.0,632.0,-0.008,False
269,1246,621,0.4936,0.5958,2.67,2.0,159.71,0.4398,4.78,31.08,631,619,0.981,632.0,613.0,0.0301,False
270,740,611,0.8365,0.8531,1.24,1.0,81.07,0.2595,1.13,27.19,121,121,1.0,613.0,614.0,-0.0016,False
271,1016,617,0.6073,0.7073,2.08,1.0,118.54,0.4311,3.4,30.82,399,395,0.99,614.0,615.0,-0.0016,False
272,922,611,0.6681,0.675,1.65,1.0,158.56,0.3015,3.51,34.53,306,304,0.9935,615.0,615.0,0.0,False
273,1069,616,0.5809,0.6248,1.97,1.0,100.59,0.348,3.22,25.89,448,446,0.9955,615.0,613.0,0.0033,False
274,1100,609,0.5491,0.6758,2.49,2.0,158.04,0.4255,4.88,33.11,496,484,0.9758,613.0,605.0,0.0131,False
275,1035,606,0.5855,0.6059,1.9,1.0,124.52,0.3179,4.11,28.87,429,424,0.9883,605.0,604.0,0.0017,False
276,1196,599,0.4992,0.5466,2.51,2.0,131.69,0.4022,4.94,30.0,599,592,0.9883,604.0,597.0,0.0116,False
277,859,597,0.6997,0.8048,1.85,1.0,129.37,0.3376,2.85,35.0,258,255,0.9884,597.0,595.0,0.0034,False
278,758,592,0.7836,0.8028,1.37,1.0,128.53,0.3575,2.06,29.08,164,160,0.9756,595.0,592.0,0.005,False
279,781,587,0.7529,0.8066,1.6,1.0,176.83,0.4622,2.66,41.99,193,191,0.9896,592.0,587.0,0.0084,False
280,933,588,0.6281,0.6733,1.81,1.0,168.8,0.3923,3.7,33.77,347,342,0.9856,587.0,587.0,0.0,False
281,795,588,0.7396,0.7835,1.55,1.0,141.29,0.2164,2.38,35.25,207,204,0.9855,587.0,584.0,0.0051,False
282,1141,581,0.5031,0.5343,2.25,2.0,123.09,0.3637,5.44,28.18,567,557,0.9824,584.0,574.0,0.0171,False
283,888,572,0.6408,0.6611,1.67,1.0,130.13,0.3694,3.48,31.07,319,312,0.9781,574.0,572.0,0.0035,False
284,1285,572,0.435,0.4852,2.68,2.0,176.1,0.4739,6.15,35.34,726,711,0.9793,572.0,561.0,0.0192,False
285,722,566,0.7867,0.7989,1.39,1.0,224.83,0.3338,2.48,41.21,154,152,0.987,561.0,567.0,-0.0107,False
286,988,562,0.5759,0.592,1.94,1.0,194.69,0.3239,5.0,35.7,419,419,1.0,567.0,566.0,0.0018,False
287,1331,563,0.4207,0.4767,2.85,2.0,139.55,0.4801,5.97,30.69,771,762,0.9883,566.0,556.0,0.0177,False
288,798,556,0.6967,0.725,1.61,1.0,155.68,0.2794,3.28,35.61,242,238,0.9835,556.0,557.0,-0.0018,False
289,1017,552,0.5428,0.6342,2.28,1.0,126.04,0.3412,4.96,28.63,465,462,0.9935,557.0,553.0,0.0072,False
290,635,549,0.8709,0.8811,1.22,1.0,174.6,0.2929,1.15,40.96,82,81,0.9878,553.0,550.0,0.0054,False
291,888,545,0.6194,0.6291,1.8,1.0,172.09,0.3457,3.91,32.96,338,335,0.9911,550.0,544.0,0.0109,False
292,776,543,0.6997,0.7495,1.65,1.0,134.79,0.3428,2.74,29.44,233,228,0.9785,544.0,533.0,0.0202,False
293,648,535,0.8318,0.8846,1.34,1.0,109.31,0.2701,1.27,29.02,109,108,0.9908,533.0,534.0,-0.0019,False
294,773,531,0.696,0.7399,1.6,1.0,132.94,0.3532,2.9,30.82,235,234,0.9957,534.0,531.0,0.0056,False
295,656,532,0.8262,0.8566,1.38,1.0,170.93,0.2607,1.69,33.94,114,113,0.9912,531.0,531.0,0.0,False
296,882,536,0.6236,0.6571,1.82,1.0,115.22,0.4433,3.63,27.48,332,331,0.997,531.0,536.0,-0.0094,False
297,1281,535,0.4145,0.4781,2.98,2.0,143.19,0.4231,6.18,27.34,750,741,0.988,536.0,525.0,0.0205,False
298,659,522,0.7967,0.829,1.35,1.0,167.75,0.3976,1.83,39.58,134,133,0.9925,525.0,522.0,0.0057,False
299,864,520,0.603,0.6799,2.18,1.0,159.72,0.4641,3.84,31.8,343,339,0.9883,522.0,524.0,-0.0038,False
300,1115,524,0.4682,0.5606,2.89,2.0,123.56,0.4807,5.64,28.51,593,589,0.9933,524.0,517.0,0.0134,False
301,518,517,1.0,1.0,1.0,1.0,71.59,0.0,0.0,23.19,0,0,,517.0,510.0,0.0135,False
302,518,510,0.9865,0.9862,1.02,1.0,135.37,0.0425,0.12,39.03,7,7,1.0,510.0,513.0,-0.0059,False
303,824,510,0.6177,0.6746,1.9,1.0,123.65,0.4842,3.26,31.33,315,312,0.9905,513.0,515.0,-0.0039,False
304,2364,513,0.2077,0.2146,5.52,4.0,67.65,0.415,7.68,14.2,1873,1847,0.9861,515.0,484.0,0.0602,True
305,524,486,0.9351,0.944,1.1,1.0,179.35,0.2004,0.65,41.48,34,34,1.0,484.0,484.0,0.0,False
306,560,485,0.8714,0.8766,1.22,1.0,103.37,0.4054,0.52,30.81,72,72,1.0,484.0,486.0,-0.0041,False
